line,time,score,numBroken,brokenInvariants,brokenSensors
=>458,27540000.000,0.000000,0,"[]","[]"
=>459,27600000.000,0.000000,0,"[]","[]"
=>460,27660000.000,0.000000,0,"[]","[]"
=>461,27720000.000,0.000000,0,"[]","[]"
=>462,27780000.000,0.000000,0,"[]","[]"
=>463,27840000.000,0.000000,0,"[]","[]"
=>464,27900000.000,0.000000,0,"[]","[]"
=>465,27960000.000,0.000000,0,"[]","[]"
=>466,28020000.000,0.000000,0,"[]","[]"
=>467,28080000.000,0.000000,0,"[]","[]"
=>468,28140000.000,0.000000,0,"[]","[]"
=>469,28200000.000,0.000000,0,"[]","[]"
=>470,28260000.000,0.000000,0,"[]","[]"
=>471,28320000.000,0.000000,0,"[]","[]"
=>472,28380000.000,0.000000,0,"[]","[]"
=>473,28440000.000,0.000000,0,"[]","[]"
=>474,28500000.000,0.000000,0,"[]","[]"
=>475,28560000.000,0.000000,0,"[]","[]"
=>476,28620000.000,0.000000,0,"[]","[]"
=>477,28680000.000,0.000000,0,"[]","[]"
=>478,28740000.000,0.000000,0,"[]","[]"
=>479,28800000.000,0.000000,0,"[]","[]"
=>480,28860000.000,0.000000,0,"[]","[]"
=>481,28920000.000,0.000000,0,"[]","[]"
=>482,28980000.000,0.000000,0,"[]","[]"
=>483,29040000.000,0.000000,0,"[]","[]"
=>484,29100000.000,0.000000,0,"[]","[]"
=>485,29160000.000,0.000000,0,"[]","[]"
=>486,29220000.000,0.000000,0,"[]","[]"
=>487,29280000.000,0.000000,0,"[]","[]"
=>488,29340000.000,0.000000,0,"[]","[]"
=>489,29400000.000,0.000000,0,"[]","[]"
=>490,29460000.000,0.000000,0,"[]","[]"
=>491,29520000.000,0.000000,0,"[]","[]"
=>492,29580000.000,0.000000,0,"[]","[]"
=>493,29640000.000,0.000000,0,"[]","[]"
=>494,29700000.000,0.000000,0,"[]","[]"
=>495,29760000.000,0.000000,0,"[]","[]"
=>496,29820000.000,0.000000,0,"[]","[]"
=>497,29880000.000,0.000000,0,"[]","[]"
=>498,29940000.000,0.000000,0,"[]","[]"
=>499,30000000.000,0.000000,0,"[]","[]"
=>500,30060000.000,0.000000,0,"[]","[]"
=>501,30120000.000,0.000000,0,"[]","[]"
=>502,30180000.000,0.000000,0,"[]","[]"
=>503,30240000.000,0.000000,0,"[]","[]"
=>504,30300000.000,0.000000,0,"[]","[]"
=>505,30360000.000,0.000000,0,"[]","[]"
=>506,30420000.000,0.000000,0,"[]","[]"
=>507,30480000.000,0.000000,0,"[]","[]"
=>508,30540000.000,0.000000,0,"[]","[]"
=>509,30600000.000,0.000000,0,"[]","[]"
=>510,30660000.000,0.000000,0,"[]","[]"
